page,type,x0,y0,x1,y1,width,height,area,source
1,fs,927.8999633789062,1142.4599609375,929.1599731445312,1143.719970703125,1.260009765625,1.260009765625,1.5876246094703674,vector
1,fs,926.4599609375,1143.719970703125,928.0199584960938,1145.159912109375,1.55999755859375,1.43994140625,2.246305078268051,vector
1,fs,924.9600219726562,1145.1600341796875,927.0599975585938,1146.6600341796875,2.0999755859375,1.5,3.14996337890625,vector
1,fs,923.3399658203125,1146.6600341796875,926.2799682617188,1148.280029296875,2.94000244140625,1.6199951171875,4.762789599597454,vector
1,fs,921.6599731445312,1148.280029296875,925.6199951171875,1149.9600830078125,3.96002197265625,1.6800537109375,6.653049610555172,vector
1,fs,919.97998046875,1149.9599609375,925.260009765625,1151.699951171875,5.280029296875,1.739990234375,9.187199413776398,vector
1,fs,919.0799560546875,1151.699951171875,925.0199584960938,1152.5399169921875,5.94000244140625,0.8399658203125,4.9893990233540535,vector
1,fs,919.0799560546875,1152.5400390625,925.0199584960938,1153.3800048828125,5.94000244140625,0.8399658203125,4.9893990233540535,vector
1,fs,919.97998046875,1153.3800048828125,925.2599487304688,1155.1199951171875,5.27996826171875,1.739990234375,9.18709321320057,vector
1,fs,921.6600341796875,1155.1199951171875,925.6199951171875,1156.800048828125,3.9599609375,1.6800537109375,6.6529470682144165,vector
1,fs,923.3399658203125,1156.800048828125,926.2799682617188,1158.4200439453125,2.94000244140625,1.6199951171875,4.762789599597454,vector
1,fs,924.9599609375,1158.419921875,927.0599975585938,1159.919921875,2.10003662109375,1.5,3.150054931640625,vector
1,fs,926.4599609375,1159.919921875,929.1599731445312,1162.619873046875,2.70001220703125,2.699951171875,7.2899011224508286,vector
1,fs,926.4599609375,1159.919921875,928.0199584960938,1161.35986328125,1.55999755859375,1.43994140625,2.246305078268051,vector
1,fs,929.1599731445312,1162.6199951171875,930.3599853515625,1163.699951171875,1.20001220703125,1.0799560546875,1.2959604486823082,vector
1,fs,930.239990234375,1163.699951171875,931.6799926757812,1164.5999755859375,1.44000244140625,0.9000244140625,1.2960373535752296,vector
1,fs,931.1400146484375,1164.60009765625,933.0599975585938,1165.380126953125,1.91998291015625,0.780029296875,1.497642919421196,vector
1,fs,931.9199829101562,1165.3800048828125,934.5599975585938,1165.97998046875,2.6400146484375,0.5999755859375,1.5839443355798721,vector
1,fs,932.5800170898438,1165.97998046875,936.0599975585938,1166.4599609375,3.47998046875,0.47998046875,1.6703226566314697,vector
1,fs,933.0,1166.4599609375,937.6799926757812,1166.699951171875,4.67999267578125,0.239990234375,1.1231525391340256,vector
1,fs,933.239990234375,1166.699951171875,939.239990234375,1172.699951171875,6.0,6.0,36.0,vector
1,fs,933.239990234375,1166.699951171875,939.239990234375,1166.8199462890625,6.0,0.1199951171875,0.719970703125,vector
1,fs,1596.659912109375,461.8800048828125,1602.659912109375,463.44000244140625,6.0,1.55999755859375,9.3599853515625,vector
1,fs,1562.3399658203125,461.8800048828125,1568.3399658203125,463.44000244140625,6.0,1.55999755859375,9.3599853515625,vector
1,fs,1596.419921875,463.4400634765625,1601.0999755859375,465.00006103515625,4.6800537109375,1.55999755859375,7.30087236315012,vector
1,fs,1563.9599609375,463.4400634765625,1568.6400146484375,465.00006103515625,4.6800537109375,1.55999755859375,7.30087236315012,vector
1,fs,1595.9998779296875,465.0,1599.5399169921875,466.55999755859375,3.5400390625,1.55999755859375,5.522452294826508,vector
1,fs,1565.52001953125,465.0,1569.06005859375,466.55999755859375,3.5400390625,1.55999755859375,5.522452294826508,vector
1,fs,1595.3399658203125,466.56005859375,1597.97998046875,468.06005859375,2.6400146484375,1.5,3.96002197265625,vector
1,fs,1567.0799560546875,466.56005859375,1569.659912109375,468.06005859375,2.5799560546875,1.5,3.86993408203125,vector
1,fs,1594.6199951171875,468.06005859375,1596.47998046875,469.4400634765625,1.8599853515625,1.3800048828125,2.5667888671159744,vector
1,fs,1568.5198974609375,468.06005859375,1570.43994140625,469.4400634765625,1.9200439453125,1.3800048828125,2.6496700197458267,vector
1,fs,1571.219970703125,470.760009765625,1572.419921875,471.96002197265625,1.199951171875,1.20001220703125,1.4399560540914536,vector
1,fs,1592.5799560546875,469.4400634765625,1594.6199951171875,471.9600524902344,2.0400390625,2.519989013671875,5.140876024961472,vector
1,fs,1593.780029296875,469.4400634765625,1595.0999755859375,470.76007080078125,1.3199462890625,1.32000732421875,1.7423387691378593,vector
1,fs,1569.9599609375,469.4400634765625,1571.3399658203125,470.76007080078125,1.3800048828125,1.32000732421875,1.8216165527701378,vector
1,fs,1572.419921875,471.9600830078125,1573.7398681640625,473.10009765625,1.3199462890625,1.1400146484375,1.5047581046819687,vector
1,fs,1591.3199462890625,471.9600830078125,1592.5799560546875,473.10009765625,1.260009765625,1.1400146484375,1.4364295899868011,vector
1,fs,1589.8798828125,473.0999755859375,1591.43994140625,474.0599670410156,1.56005859375,0.959991455078125,1.497642919421196,vector
1,fs,1573.5599365234375,473.0999755859375,1575.1199951171875,474.0599670410156,1.56005859375,0.959991455078125,1.497642919421196,vector
1,fs,1588.3800048828125,474.06005859375,1590.47998046875,474.8400573730469,2.0999755859375,0.779998779296875,1.6379783935844898,vector
1,fs,1574.5799560546875,474.06005859375,1576.6800537109375,474.8400573730469,2.10009765625,0.779998779296875,1.6380736082792282,vector
1,fs,1586.760009765625,474.840087890625,1589.699951171875,475.4400939941406,2.93994140625,0.600006103515625,1.7639827877283096,vector
1,fs,1575.3599853515625,474.840087890625,1578.2999267578125,475.4400939941406,2.93994140625,0.600006103515625,1.7639827877283096,vector
1,fs,1585.0799560546875,475.4400634765625,1589.0999755859375,475.8600769042969,4.02001953125,0.420013427734375,1.688462182879448,vector
1,fs,1575.9599609375,475.4400634765625,1579.919921875,475.8600769042969,3.9599609375,0.420013427734375,1.6632367670536041,vector
1,fs,1576.5599365234375,476.0999755859375,1588.43994140625,482.03997802734375,11.8800048828125,5.94000244140625,70.56725800782442,vector
1,fs,1583.39990234375,475.8599853515625,1588.679931640625,476.0999755859375,5.280029296875,0.239990234375,1.2671554684638977,vector
1,fs,1576.3798828125,475.8599853515625,1581.659912109375,476.0999755859375,5.280029296875,0.239990234375,1.2671554684638977,vector
1,fs,1349.340087890625,880.5,1361.1600341796875,886.4400024414062,11.8199462890625,5.94000244140625,70.210509814322,vector
1,fs,1356.119873046875,886.4400024414062,1361.39990234375,886.6799926757812,5.280029296875,0.239990234375,1.2671554684638977,vector
1,fs,1349.0999755859375,886.4400024414062,1354.3800048828125,886.6799926757812,5.280029296875,0.239990234375,1.2671554684638977,vector
1,fs,1357.800048828125,886.6799926757812,1361.820068359375,887.0399780273438,4.02001953125,0.3599853515625,1.4471481442451477,vector
